0	avoir trové	Sire fait elle enuellopee quil ne la pouoit cengnoistre pour pour ce|que ie le uouldroie auoir trouue	0|1
445	— Ou le porrai je fet il trover	Et ou la pourroie ie fait il trouuer	375
446	? — Al chastel a fet ele de Floego	En la forest de florega:	376
447	et cis chemins vos i menra droit se vos le volés tenir	et ce chemin icy uous y menera tout droit se uous le sauez tenir	377
448	— Or vos commant a Dieu damoisele fet il	Il se part de la damoiselle|et la commande a dieu	378|379
449	Si s em part atant		
450	et cele s en vet faisant son duel	Et celle sen reua faisant son deul	380
451	Et il chevalche tant qu il vint fors de la forest	et il cheuauche tant quil uint hors de la forest	381
452	si vit devant lui une maison de religion	si uoit deuant lui une maison de religion	382
453|454	et il torne cele part|por herbergier	Il tourne celle part pour hebergier	383
455	Et quant il i vint	Et quant il uint la	384
456|457	si trueve a la porte IlII|des freres	si trouua deux freres	385
458	qui ja avoient chanté complie	qui auoient chantee complie:	386
459|460	et estoient venu hors|? al serain;	et ilz estoient uenus hors au serain	387
461|462	si saillent encontre lui|por fere descendre	si saillent encontre lui pour le descendre	388
463	et dient	et dient	389
464	que bien soit il venus;	que bien soit il uenu	390
465|466	si le font entrer laiens|et li demandent s il a mengié	aprez lui demandent sil menga huy	391
467	et il dist	Il dit	392
468	que nenil	que nenny	393
469	et il font erraument mettre la table a	et ilz font incentinent mettre la table le pain	394
470	mais il dist qu il ne mengera devant qu il ait esté al mostier b lar il n i entra hui	et le uin dessus|mais il dit qu il ne mengera deuant quil ait este au monstier dire ses oraisons	395|396
471	por orer	car il ny auoit huy este Lors entre en leglise	397
472	et en ce qu il se fu agenoilliés	et ainsi quil fut agenoullons	398
473	si regarde a destre	si regarde a dextre partie	399
474|475	et voit unes prones d argent trop richement fetes a floretes d or|et a oisials	et uoit unes prones dargent moult bien faictes a florectes dor a bestes	400
476	et a bestes		
477|478	et dedens avoit V|chevaliers armés les hialmes es testes les espees es mains ausi apresté de deffendre	et a oiseaulx de diuerses manieres Dedens auoit cinq cheualiers armez de toutes armes les espees en leurs mains ainsi prestz a deffendre comme se len uoulsist assaillir	401
479	que se l en les volsist asaillir		
480	De ce se merveilla molt Lancelos ;	De ce se merueille lancelot	402
481	si se drece erraument	si se dresse sur piez	403
482	et vet cele part	et ua celle part	404
483	si salue les chevaliers	et salue les cheualiers	405
484	et il dient	Et ilz dient	406
485	que bien soit il venus	que bien soit il uenu	407
486	Et il entre dedens les prones par un petit huisselet a	et lancelot entre dedens les prones par ung petit huysset	408
487	et esgarde les prones	et regarde les prones	409
488	qui tant sont riches qu il ne cuide pas	qui tant sont belles|et riches quil ne cuide pas	410|411
489	que nus rois les peust esligier;	que ung roy les peust esligier	412
490	puis voit delés les chevaliers une tombe la plus riche	et uoit delez les cheualiers une tombe la plus riche	413
491	qui onques fust fete par home	que encques feust ueue de nul homme:	414
492	kar ele ert tote d or fin a chieres pierres precioses	car elle estoit de fin or a pierres precieuses	415
493	qui molt valoient miels d un grant roialme	qui plus ualloient|que ung grant royaume	416|417
494	Se la tumbe fu de grant bialté nient ne monte la bialtés envers la richece	Et se la tombe fut de grant beaute|ce nestoit riens enuers la grant richesse:	418|419
495|496	dont ele estoit|et avec ce estoit ele la greignor	et auec ce estoit elle la greigneure qu il uist encques	420
497	que Lancelos eust onques veue :		
498	si se merveille molt	si est moult esmerueillie	421
499	qui puet estre li princes	qui pouoit estre le prince	422
500	qui dedens fu mis	qui fut illec mis	423
		Et il demande aux cheualiers	424
501	qui sont iluec	qui illec sont de quoy ilz seruent	425
502	Sire font il nos gardons le cors	Sire nous gardons le corps	426
503|504	qui en ceste tumbe est|qu'il n en soit portez fors de çaiens;	qui gist dedens ceste tombe qu il ne soit porte hors de ceans	427
505|506	si somes|V	Si sommes cinq pour le garder chacun iour:	428
507|508	por garder le de jors par nuit en i a autres|V	et par nuit en y a autres cinq	429
509|510	qui font autretel servise comme nos faisons de jors|—	qui font autel seruice comme nous faisens de iour	430
511	Et por quoi fet Lancelos avez vos poor qu il n en soit portés	Et pour quoy auez uous paour fait lancelot quil ne soit emporte	431
512|513	? — Sire font il|por ce	Sire fent ilz pource	432
514|515	que uns des freres de çaîens|qui molt est preudom	que ung des freres de ceans nous dist na encores gaires	433
516	et de sainte vie nos dist n a encor gaires		
517	que uns chevaliers vendroit ceste part	que ung cheualier uendroit ceste part	434
518	qui a force l en osteroit	qui a force len osteroit	435
519	et fors de cest païs l en feroit porter	et hors de ce pais le feroit porter	436
520	Et nos gens de ceste terre voldrions miels morir qu il fust remués d entre nos :	et nos gens de ceste terre aymeroient mieulx mourir|que il fust remue dentre nous	437|438
521|522	por ce|si le gardons issi com vos veez lar li preudom i nos dist	car le preudomme nous dist	439
523	que li chevaliers ne demoreroit pas qu il ne venist — Or me dites	que le cheualier ne demouroit pas quil ne uenist|Or me dictes fait lancelot	440|441
524	fet Lancelos ne fu cil molt haus princes a cui l en fist	Ne feust pas cest cheualier hault prince a	442
525	si haute sepulture	qui len feist ceste sepulture	443
526	? — Sire font cil haus hom fu il	Sire font ilz ce fust ung hault homme	444
527	et riches; avec ce qu il fu haus hom fu il li plus preudom	et riche|auec ce fust le plus preudomme	445|446
528	qui onques fust a son tens	qui onques fust en son temps	447
529	— Ha Diex fet Lancelos	Haa dieux fait lancelot	448
530	qui fu il	qui fust il	449
531	?— Sire font il se vos conoissiés letres veoir le porriés	Sire font ilz sy uous cengnossies lettres bien pouries scauoir|qui il fust	450|451
532	kar ses nons est escris el chief de cele lame	car son nen est escript au chief de celle lame	452
533|534	Lors va Lancelos cele part|si regarde les letres	lors ua lancelot celle part sy treuue les lettres	453
535	qui dient Ci gist Galehout li fiz a la Jaiande li sires des Lointaignes Isles a	qui disoient|Icy gist gallehault le filz a la gayande	454|455
536	qui por l amor de Lancelot morut	qui pour lamour de lancelot mourust	456
537	Et quant il vit ce	et il uoit ce	457
538	si chiet pasmés	si chiet pausme	458
539	et gist grant piece a terre sans mot dire;	et geust grant piece a terre sans mot dire	459
540	et li chevalier le corent relever	et les cheualiers le courent releuer	460
541	si se merveillent molt qu il puet estre	si se merueillent|qui il peult estre	461|462
542	Et quant il revint de pasmison	Et quant il est leue de paumoisens	463
543	si s escrie Ha las!	si se escrie|et dist	464|465
544|545	Quel dolor|et quel damage	Helas quelle douleur	466
546|547	Et lors fiert l un poing en l autre|et esgratine son viaire	quel ennuy	467
548|549	si qu il en fet le sanc salir de totes pars|si se prent as chevels	et quel dommage	468
550|551	et se fiert grans cops del poing en mi le front|et en mi le pis	lors se tourne a part	469
552	et crie	et pleure	470
553	si durement qu il n i a celui	et crie monlt durement	471
554|555	qui tote pitiés n en preigne;|si se laidenge	si que cest pitie de le uoir	472
556	et maldit l ore qu il fu nes	et mauldit leure|qui fust onques ne	473|474
557	et dit Ha Diex !	et dit|Haa dieux	475|476
558	Quel damage	quel dommage	477
559|560	quel perte del plus preudome del monde|qui mors est	et quelle parte du plus preudomme du mende	478
561	por le plus vil chevalier		
562	et por le plus malvés		
563	qui onques fust ! Tant fet Lancelos grant duel		
564|565	que tuit cil de laiens le vienent regarder a merveille;|si li demandent	ceulx de leans le regardent a merueilles	479
566|567	qui il est|et il ne puet mot dire ains crie totes voies	ains crie	480
568	et se debat	et se debat	481
569	et descire	et deschire	482
570|571	Quant il a son duel demené grant piece|si regarde les letres	et apies qu il a son deul demene grant piece il regarde les lettres	483
572	qui dient	qui dient	484
573	que por lui est mors Galehout;	que pour luy mourust galle	485
574	si dist	Si dist	486
575	que or seroit il trop malvés s il ausi ne moroit	que ores seroit bien mauuais sil ne mouroit pour luy	487
576	por lui:si saut maintenant jus des prones	Si sault hors du prosne	488
577	et pensa qu il iroit querre s espee	et dist|que il yra querir son espee	489|490
578	et qu il s en ocirroit	et que il se occira	491
579	kar ausi avoit ele esté Galehout a	quant ainsy est galle|mort pour lui	492|493
580|581	Et maintenant qu il fu issus del mostier|si encontra une des damoiseles del Lac cele	et a lissue du menstier il encentra une des damoiselles a la dame du lac celle a	494
582	qui a Boort avoit parlé devant le chastel de Honguefort	qui boort auoit parle au chastel de honguesfort	495
583|584	et ele le conuit bien|si le prent par le pan de la cote	et celle le print par le poing	496
585	et l areste	et le arreste	497
586	Qu est ce	quoy fait elle ou alles uous ainsy|Haa damoiselle fait il laissies moy mes douleurs parfournir	498|499
587	? fet ele	car ia	500
588|589	Ou alés vos ensi|? — Ha damoisele fet il laissiés moi mes dolors finer lkar jamés n avroie joie ne repos en cest siecle	mais ne auray ioie ne repos en ce siecle	501
590	— Parlés fet ele a moi	Parles a moy fait elle	502
591	Et il ne li dit mot ains se lance outre	et il ne luy respent mot ains se lance oultre	503
592	si qu il li eschape des mains	si que il luy eschappe des mains	504
593	Et quant ele l en vit aler	et quant elle le uoit ainsy aller	505
594	si li crie Je vos deffent fet ele par la rien	si dist|Sire ie uous deffens de par la riens	506|507
595	que vos plus amez en cest monde	que plus aimes	508
596	que vos n ailliés avant	que uous ne alles en auant premier	509
597	tant que vos aiés parlé a moi	que aies parle a moy	510
598	Et il s areste	et il sarreste	511
599	si la regarde	si la regarde	512
600|601	et quant il la conut|si li dist	Et il la congnoit il dist	513
602	que bien soit ele venue	que bien soit elle uenue	514
603	En non Dieu fet ele vos me deuissiés fere plus bele chiere	Eu nen dieu fait elle uous me deussies faire plus belle chere	515
604|605	que vos ne me fetes al mains|por ce	que uons ne faictes au moins pource	516
606	que je sui messages vostre dame del Lac	que ie suys a uostre dame du lac	517
607	— Ha damoisele fet il	damoiselle fait il ne uous desplaise	518
608|609	por Dieu ne vos poist certes je ai tant de dolor|que nus for Diex ne me porroit conforter ne a ne cuidiés	et ne cuidiez pas	519
610|611	que jamés aie joie|por aventure	que iamaiz iaie ioie pour auanture	520
612	qui me puist avenir	qui me puisse aduenir	521
613	— En non Dieu fet ele	Eu nen dieu fait elle	522
614	si avrois	si aures	523
615	Escotez	Or escoutes	524
616|617	que ma dame vos mande|— Or dites fet il	que ma dame uous mande Elle uous mande	525
618	que vos ostés le cors Galehout de caiens	que uous ostes le corps de gallehault	526
		qui est ceans	527
619	et le fetes porter en litiere en la Dolerose Garde	et le faictes porter dedens le chastel de la douloureuse garde	528
620	et iluec soit mis en la tombe meismes ou vos trovastes vostre non escrit;	et soit mis en la tombe ou uous trouuastez son nom en escript	529
621|622	et ele le velt ensi|por ce qu ele set bien	et elle le ueul ainsy pource quelle scait bien	530
623	que en cel lieu sera vostre cors enterrez	que en ce mesmes lieu sera uostre corps enterre	531
624|625	Et quant il l ot|si en est molt liés	Et quant il entent ce sy dist	532
626|627	et dist|que molt li sont ces noveles plaisans	que moult luy sent ces nouuelles plaisans	533
628	kar tot ensi le fera il ;	car tout ainsy le fera il	534
629	puis demande comment sa dame le fet	puys demande comment sa dane le fait	535
630|631	Par foi fet ele ele a esté|VIlI	par ma foy elle a este uiii	536
632	jors deshaitiee trop durement	iours malade durement	537
633	kar ele trova en son sort	car elle trouua en son sort	538
634|635	si com ele meismes me dist puis|que si tost com vos troveriés la tombe Galehout	que si tost comment uous trouueries la tombe de gal	539
636	que vos vos ocirriés de duel se vos n estiés destornez	que uous uous occiries de deul	540
637	Por ce m envoia ele ça a grant besoing	et pour ce menuoia elle ceste part	541
638	si vos mande	et uous prie	542
639	que vos laissiés le duel ester qu il ne vos puet fere se nuire non	que uous lessies ce deul	543
640	et vos prie par la rien	et que pour la riens	544
641	que vos plus amés	que uous plus ames	545
642|643	que vos al plus bel|que vos porrois vos reconfortés	que uous uous reconfortes le plus beau	546
		que uous pourres	547
644	et se vos ensi ne le fetes bien sachiés	et se uous ne le faictes ainsy sachies	548
645	que al premier besoing	que au premier affaire	549
646	que vos avrois de li ele vos faudroit	que uous aures elle uous fauldra	550
647	Et il dist qu il se confortera	et il dyt	551
648	puis qu ele le velt	qui se cenfortera puys quelle ueult	552
649	Or vos covient fet ele vos armes prendre	Or uous cenuient uos armes prendre	553
650|651	kar je voi bien qu il ne le vos en lairont mie en pes porter tant com il le porront deffendre|Et il dist qu il i morroit ançois qu il ne l ostast de laiens;	car le scay bien tant des cheualiers de ceans quilz ne le uous lesserent point emporter tant quilz le puyssent deffendre	554
652	si se vet armer	si sen ua armer tout maintetenant	555
653	et la damoisele vient tantost as chevaliers	et la damoiselle uient aulx cheualiers	556
654	qui gardoient la tombe	qui gardoient la tombe	557
655	si lor dist Seignor fet ele volés vos destorner ce qu il covient estre a force	si leur dist|Seigneurs uoulles uous deffendre ce	558|559
656	?		
657|658	et demandent|por quoi ele le dist	qui cenuient a estre oste a force	560
659|660	Je le di fet ele|por le cors	ie le dys fait elle pour le corps	561
661	que vos gardez	que uous gardes	562
662	et si savés bien qu il en sera ostez	car uous saues bien qu il sera oste	563
663	— Non sera font il		
664	que nos puissons		
665	— En non Dieu fet ele		
666	si iert		
667|668	et bien sachiés fet ele|que cil est venus	car celuy est uenu	564
669	qui l en ostera	qui len ostera	565
670	Et se vos le contredites vos en morrois tuit:	et se uous centredistes uous en mourres tous	566
671	por ce vos vendroit il miels	Et pour ce uauldroit il mieulx	567
672	que vos le laississiés atant ains	que uous le lessies uenir	568
673	que vos vos en façois ocirre	que de uous faire occire	569
674	Et cil dient	Et ceulx dient	570
675	que ja tant com il soient vif n en sera portés	que tant quilz seront uifz ne le lesront emporter	571
676	Et bien sache font il li chevaliers		
677	qui venus est		
678	por avoir le		
679	que s il estoit encore plus preus		
680	que Lancelos n est		
681	si n en menra il point		
682	— Or verrons fet ele comment il vos en avendra		
683	A ces paroles vint laiens Lancelos tos armés	A ces parolles uint leans lancelot tout arme	572
684	et quant li chevalier le voient venir	Et quant les cheualiers le uoyent uenir	573
685	si li demandent qu il velt fere	si luy demandent	574
686	Je vueil fet il avoir le cors	que il ueult faire ie uueil auoir fait il le corps	575
687	qui laiens est	qui leans gist	576
688|689	— Par foi font il vos ne l avrois mie|por nient	Par ma foy font il uous ne laures point ains y mourrent tous	577
690	Nos ¡ morrons ançois tuit		
691	que vos l enportois	que uous lemportes	578
692|693	— A morir fet il en estes|donc tuit	au mourrir estes uous tous uenus	579
694|695	puis que a mains ne vos en volés soffrir|Si saut dedens les prones	puis que a moins ne uous en uoulles passer Ceulx sont dedens les prosnes	580
696	et il li corent sus	et il leur court sus incentinent	581
697	kar arrieres le cuident fere sailir		
698|699	por poor de morir;|si le fierent par la ou il le pueent ataindre	et eulx a luy	582
700|701	et il ot el poing l espee nue ;|si lor done grans cops	lancelot tire son espee toute nue	583
702	et pesans		
703	et fiert le premier qu il encontre		
704|705	si durement|que por le hialme ne	et frappe sur eulx en telle maniere	584
706	por la coife de fer ne remaint qu il ne li mete l espee jusqu al test;		
707|708	et il le hurte de soi|Si l abat a terre	que le premier quil attaint il le met par terre	585
709|710	Et lors saillent molt irieement tuit li autre|si depiecent son escu	lors le assaillent les aultres moult uigoureusement:	586
711	et son hialme		
712	et son hauberc		
713	et le blecent en pluisors lieus		
714	Mais il ne li chaut de rien qu il li facent	mais peu leur prouffite:	587
715	kar tant est dolens	car tant est dolent	588
716	que nus plus;	que nul plus	589
717	si lor laisse corre par grant ire	si leur laisse courir par grant ire	590
718	et lor done de l espee		
719|720	si grans cops|que tos les fet guenchir avant lui	tant que tous les fait reculer de lui	591
721	Et lors esgarde celui des IllI	Lors regarde lun des quatre	592
722|723	qui plus li faisoit mal|et cil estoit molt grans	qui plus lui faisoit mal a son auiz	593
724	et molt fors;		
725	et Lancelos		
726|727	qui le vient ataignant li done par mi le hialme|si grant cop qu il en fet le feu saillir	si lui donne sur son heaume tel coup qu il en fait le feu saillir	594
728	et l espee glace	et lespee glace	595
729	qui de droit ne fu pas ferue		
730	si descent desus la senestre espaule	si descent sur la destre espaulle du cheualier:	596
731|732	Li cops fu grans|et par ire ferus	si que le bras lui cheut atout lespee sur le pauement	597
733	et bien i parut	Celui trebucha a terre	598
734	que l espee cola par mi l espaule a al chevalier		
735	si que li bras a tote l espaule chiet desus le pavement	et se pasma de langoisse quil sentist	599
736	Et lors sont molt esmaié li autre troi	Lors sont moult esmaiez les autres	600
737	si font molt malvés samblant d els deffendre		
738	por le grant cop qu il ont veu		
739|740	et por l espee|que chescuns d els a ja sentie jusqu al sanc	iii	601
741	Et Lancelos lor cort sus	et lancelot leur court sus	602
742	et en fiert I		
743|744	el hialme|si qu il le fet flatir a terre d ambesdeus les paumes	et en fiert tellement ung ament le heaume qu il le fait flatir a terres	603
745	Et quant li autre dui voient ce	Et quant les autres deux uoient ce	604
746	si tornent en fuies vers l uis a garison;	si tournent uers luys a garant	605
747|748	et Lancelos vint ataignant le deerrain|si le fiert par entre l escu	Et lancelot uient attaignant le derrain par entre lescu	606
749	et le bras	et le col	607
750	si qu il li trenche le poing	si lui trenche le bras:	608
751	et li escus chiet a terre	et lescu chiet a terre	609
752	et cil torne en fuies		
753	qui maheignié se sent		
754	Et Lancelos vient a l autre	Lancelot court a lautre	610
755	qui ja se relevoit sel fiert de l espee	qui ia se releuoit|et le fiert	611|612
756	si grant cop qu il li fet le hialme voler en la place	si grant coup qu il lui fait uoler le heaume de la teste en la place	613
757|758	Et quant cil sent son chief nu|si cria merci	Quant celui sent sa teste nue il crie mercy	614
759|760	et dist qu il ne l ocie pas|kar il est pres de sa volenté fere	et dit qu il est prest de faire sa uoulente	615
761	Or te covient donc fet Lancelos fiancer	Il te conuient denc promettre dit lancelot	616
762|763	que tu le cors mon seignor Galehout conduiras a la Dolerose Garde|et iluec le feras garder	que tu conduiras le corps de gallehaut a la douloureuse garde	617
764	tant que je i viegne;	tant que ie y uiengne	618
765	et se l en te demande	et se len te demande	619
766	qui t i envoie	qui te y enuoie	620
767	si diras « cil	si dis: celui	621
768	qui ot les ames blanches le jor	qui eut les blanches armes le iour	622
769	que li chastials fu conquis	que le chasteau fut cenquis	623
770	Et il li fiance	et cefui lui promet	624
		Lors prent lancelot la lame par le gros chief	625
771	que tot ensi le fera il	et la tire de	626
772	si tire de grant force qu a pou qu il ne se deront tos	si graut force|que a peu quil ne se derompt tout	627|628
773|774	si que li sans li vole par mi le nes|et par mi la boche	et	629
775	et li cors li sue d anguoisse	tant que le corps lui sue dangoisse	630
776	Mais por tote la destrece ne remaint qu il n ait la tombe levee en haut à; mes nule dolors qu il eust onques ne monte rien a cele dolor qu il ot	mais nulle douleur quil eust|mais ne monte riens a celle douleur qu il eust	631|632
777	quant il vit le cors Galehout tot ensi armé com il estoit;	quant il uist le corps de gallehaut tout arme ainsi comme il estoit	633
778	si trova s espee delés lui	Si trouua son espee empres lui	634
779|780	qui molt estoit|et bone	qui tant estoit benne	635
781	et clere;	et belle	636
782	et sans faille de l espee meesmes se fust il ocis se la damoisele ne li eust tolue erraument	et sans faulte il sen eust occiz se la damoiselle ne lui eust ostee|Lors fist lancelot une biere de fust	637|638
783	et la fist covrir des plus riches pailes de laiens	et la fist couurir du plus riche drap de leans	639
784	et quant il l ot atornee al plus richement qu il pot li chevaliers prisons li dist Sire fet il se l en movoit tot de nuis ce seroit sens	Quant il leust apointe le mieulz qu il peut le cheualier prisonnier lui dist|Sire il seroit bon de emporter le corps de nuit	640|641
785	—		
786|787	Por quoi|? fet il	Pour quoy fait lancelot Pource fait il	642
788|789	—|Por ce que se li chevalier de cest païs savoient	que se les cheualiers de ce pais sauoient	643
790	que l en len deust porter il feroient gaitier les trespas	que len le deust emporter ilz feroient garder le trespas	644
791	si qu il seroit arestés en alcun lieu ;		
792	et por ce vos loeroie je qu il meust orendroit	Et pour ce uous conseilleroie|que on partist	645|646
793|794	kar il seroit bien eslongiés ains qu il fust jors XX|lieues englesches	car il seroit bien eslongnie ains qu il feust iour dix lieues anglesches	647
795	Et il s i acorde bien;	Et il se y accorde	648
796|797	si met la litiere sor Il|palefrois amblans	si met la littiere sur deux pallefrois amblans	649
798	et enportent ensi Galehout fors de sa region;	et emportent ainsi gallehaut hors de la maison	650
799	si en font li frere grant duel	Si en ont les freres grant deul	651
800	et molt en sont corocié	et sont dolens	652
801	et dolenta de ce		
802	que l en l enporte	que on lemportoit	653
803	Et Lancelos le convoie grant piece de nuis plorant	Lancelot le compartie uoie grant piece de la nuit plourant|et plaignant	654|655
804	et regretant sa proesce	et regrettant sa prouesse	656
805	et sa valor	et sa ualeur	657
806	et se ne fust la damoisele	Et se ne feust la damoiselle	658
807	qui avec lui estoit molt en eust plus fet qu il ne fist	qui auec lui estoit moult en eust fait plus quil ne faisoit:	659
808	mais ele l en detorna	mais elle len destourna	660
809|810	et il deffendi al chevalier|que il nel feist en terre metre devant	Et lancelot commande au cheualier qu il ne feust enterre deuant quil uenist	661
811|812	que il fust venus|Si se part atant li uns de l autre	Si se depart de lui	662
813|814	et il retorne a l abeie|si se couche c onques la nuit ne volt mengier ne boivre	et retourne a la religien se couchier	663
815	por chose		
816|817	que l en li deist ains plora|et dolosa tot adés;	et oncques ne uoulut la boire ne mengier	664
818	si li anuioit molt li jors	si lui ennuya moult le iour	665
819	qui tant demoroit a venir	qui tant demouroit a uenir	666
820	a Al matin	Et au matin	667
821	si tost com li jors aparut se leva	si tost comme le iour apparust se leua	668
822	et oi messe entre lui	et ouist messe lui	669
823	et la damoisele	et la damoiselle	670
824	et puis s arma		
825	Lors li dist ele les noveles de Boort	Lors elle lui dist nouuelles de boort	671
826	et ce qu ele en avoit veu devant Honguefort	et que elle lauoit ueu deuant a honguefort|et comment il le fait	672|673
827	et il en fu molt liés	et il en fut moult ioyeux	674
828	Et ele li dist Sire il vos vet querant ne jamés ne finera tant qu il vos avra trové	Aprez elle lui dit|Sire il uous ua querant ne iamais ne finera deuant quil uous aura trouue	675|676
829	— Damoisele fet il se vos le cuidiés trover ains de moi je vos voldroie proier	Damoiselle fait lancelot se uous le trouuez auant	677
830|831	que vos feissiés tant|por moi	que moy ie uous uouldroie prier	678
832	que vos li portissiés ceste espee	que uous lui porteissiez ceste espee	679
833	qui fu mon seignor Galehout	qui fut a mon compaignen gallehaut	680
834	et li dites qu il la DOrt de par moi	et lui dictes quil la porte de par moy	681
835	que molt est bone	car elle est moult bonne|et belle	682|683
836	Et ele dist qu ele le trovera par tens	Et elle dist|que elle le trouuera par temps	684|685
837	et bien fera cest message;	et bien fera ce message	686
838	si s en part atant de lui	Si se part atant de elle	687
839	et il s en vet droit vers le chastel de Floego	et sen ua uers le chasteau de florega	688
840	si i vint a hore de prime	si y uint entour prime	689
841	Et il esgarde es pres defors la vile	et il regarde es prez hors la uille	690
842	si voit molt grant gent entor le feu ou l en devoit ardoir la suer Meleagan	si y uist moult grant gent entour ung feu ou len deuoit ardoir la seur de meleagant	691
843	et quant il aperçoit le feu	Quant il apperceust le feu	692
844	si a poor de la damoisele	si eut grant paour de la damoiselle	693
845	Lors broche le cheval	Lors frappe le cheual des esperons	694
846|847	et vint errant cele part tant com il puet del cheval traire|Et quant il est venus jusque la	et uient celle part	695
848|849	si esgarde|et voit la damoisele	et quant il uoit la damoiselle	696
850|851	qui ja estoit amenee al feu|por destruire	qui ia estoit amenee au feu pour destruire laquelle estoit en une poure chemise	697
852	si estoit en pure sa chemise		
853|854	et le tenoient|VI	et la tenoient six pautenniers	698
855	pautonier trois d une part	trois de une part	699
856	et trois d autre;	et trois dautre:	700
857	si n atendoient a geter le el feu fors le commandement as juges	et ne actendent la iecter au feu fors le commandement du iuge	701
858	et ele ploroit trop durement	Et elle plouroit moult tendrement	702
859	et regretoit Lancelot Ha gentilx chevaliers Lancelos	et regrettoit lancelot: en disant|Haa gentil homme lancelot	703|704
860	kar pleust ore a nostre Salveor	car pleust a dieu	705
861	que vos seuissiés ceste novele		
862|863	si fuissiés pres de ci a demie lieue! Certes a l aide de Dieu|et de la vostre seroie je encore anuit rescosse malgré tos mes enemis	que uous feussiez prez de cy a demy lieue certes a laide de dieu ie seroie rescous se malgre tous mes ennemis	706
864	Mais vos ne le savés pas a		
865|866	si me covendra ore morir|por la vie	si me conuendra mourir pour la uie	707
867	que je vos sauvai emprés Dieu;	que ie uous sauuay aprez dieu	708
868|869	mais certes il ne m en poise pas tant|por moi com il fet	mais certes dit elle il ne me poise pas tant pour moy comment il fait pour le courroust	709
870	por le coros		
871	que vos en avrois	que uous aurez	710
872	quant vos le savrois	quant uous le saurez	711
873	Mais ce me reconforte molt	mais ce me conforte	712
874	que je sai bien	que ie scay bien	713
875	que les damoiseles gaaigneront tant en ma mort	que les damoiselles gaigneront a ma mort	714
876	que jamés nule ne vos requerra d aide	car iamais nulles ne uous requerrent daide	715
877	que vos li faillois tant com il vos remenbre de moi	que uous ne les aidez tant quil uous souuiengne de moy	716
878|879	kar vostre cuers est|si frans qu il ne puet estre sans trop grant merites rendre a totes celes	car uren cueur est ainsi franc	717
880	qui de par moi se reclaiment:		
881|882	si m est avis qu il m est molt miels a m ame de morir|por loialté fere	Si mest auiz quil mest mieulx a lame pour loiaulle faire	718
883	et por geter de prison	et pour ietter de peril ung	719
884	si vaillant home comme vos	si uaillant homme comment uous	720
885	que vos fuissiés mors par la desloialté de Meleagan	que se uous feussies mort par la desloyaulte melleagant	721
886	qui en prison vos avoit mis par traïson	qui en prison uous auoit mis	722
887	Ensi disoit la damoisele molt tendrement plorant	AInsi disoit la damoiselle menlt tendrement plourant	723
888	et lors vint Lancelos poignant cele part ou il la vit:	lors uient lancelot poignant celle part	724
889	si dist a cels	si dist a ceulx	725
890	qui le tenoient Laissiés la damoisele! —	qui tenoient la damoiselle|lessies la damoiselle	726|727
891|892	Por quoi sire fet J|chevaliers armés	pour quoy fait ung cheualier arme	728
893	qui avant saut le lairons nos	qui deuant estoit|la lesrons ilz	729|730
894|895	? —|Por ce fet il	pour ce fait il	731
896|897	que vos n avés droit en li|por fere mal	que uous naues nul droit a la faire mourir	732
898	—		
899|900	Si avons fet cil|si grant	si auons fait celuy asses grant	733
901	que nos l avons atainte de murdre	car nous lauens actainte de meurdre	734
902	dont je l apelai	donc ie lappeloie	735
903|904	et ele s en offri a deffendre|mais ele ne trova onques	et elle sen offrit a deffendre mes elle ne trouua enques cheualier	736
905	qui por li en prist escu	qui pour elle portast escu	737
906	et ce n est pas merveille	et ce nest pas de merueille	738
907|908	que chescuns set bien quele en a desloialment ovré|— De quoi	car chascun scait bien quelle a desloyaument ouure de quoy fait lancelot	739
909|910	? fet Lancelos|— De ce fet il qu ele delivra Lancelot	de oster lancelot de prison pour occire melleagant son frere Adenc dit lancelot se uous uoullies dire quelle aist fait traison ou meurdre ie suys prest de prouuer a lencontre	740
911|912	por Meleagan ocirre son frere|—	Et pourtant aduises se deffendre le uoulles	741
913|914	Qui estes vos|? fet cil	Qui estes uous fa⟦i⟧t celuy	742
915	— Uns chevaliers sui fet Lancelos	cheualier suys fait lancelot	743
916|917	qui vieng ceste part|por ceste damoisele deffendre	qui uiens uers ceste part pour deffendre la damoiselle	744
918	— Par foi fet cil se je voloie il ne m en covendroit ja combatre	Par ma foy se ie uoulloie il ne men conuendroit ia deffendre	745
919	kar des ier en est ! ele atainte	car des hyer elle estoit attaincte	746
920|921	puis qu ele ne pot trover|qui la deffendist	puis quelle ne pouoit deffence trouuer	747
922	mais je sent ma querele a	mes ie sens ma droicture	748
923|924	si loial|et si droituriere qu il n a chevalier el monde vers cui je ne l osaise bien prover au	si loyalle quil n y a cheualier eu monde contre	749
925|926	? grant droit|que je i ai	qui ie ne losasses bien prouuer	750
927|928	— En non Dieu fet Lancelos or i parra|que je sui pres	Eu nen dieu fait lancelot ie suys tout prest de la deffendre uers uous	751
929	que je la desfende vers vos		
930	— Voire fet cil par mon chief	uoire dist celuy|par mon chief	752|753
931	et vos en morrois comme traitres	et uous en moures comment traictre	754
932	et desloials	et desloyal	755
933	Lors traient la damoisele loins del feu	Lors est la damoiselle reculee du feu	756
934|935	et li chevalier s entreslongent li uns de l autre|si s entrevienent	et les cheualiers se eslongnent	757
