0	avoir trové	Sire fait elle pour ce|que ie le uoudroie auoir trouue	0|1
425	et li autre qu ele est atainte del meffet	et les autres quelle est atainte du meffait	411
426	que l en li met sus :	que len luy mect sus	412
427	si l ont jugiee ce m est vis a ardoir le matin	si lont iugee|si mest aduis a ardoir le matin	413|414
428	et por ce qu il m en membroit or em ploroie je	Et pour ce quil men menbroit ores plouroye ie	415
429	si durement	si fort	416
430	kar certes ele estoit une des plus cortoises damoiseles ! del monde	car elle estoit une des plus uaillans	417
431	et une des plus vaillans	et des plus courtoises damoiseles du monde De celle mesmes matiere dessus dicte|Or me dictes damoisele fait lancelot	418|419
432	et s ele trovoit demain	et selle trouuoit demain	420
433|434	qui la deffendist|dont ne seroit ele quite del jugement	qui la deffendist ne seroit alle pas quicte du iugenent	421
435	que l en a fet	que lon a fait	422
436|437	? — Sire fet ele je ne sai|—	Sire fait elle ie ne scay	423
438|439	Et est ce fet il gaires loing|que ele est	et est ce fait il gueres loing quelle est	424
440|441	? — Sire|fet ele il n i a que	Sire fait elle il ny a	425
442|443	VI|lieues englesches	que six lieues anglesches	426
444|445	Se vos leviés demain matin vos i seriés ains prime|— Ou le porrai je fet il trover	se uous leuiez demain matin uous y seriez auant prime Ou la pourray ie fait il trouuer ou chastel de fleago fait ella	427
446	? — Al chastel a fet ele de Floego		
447	et cis chemins vos i menra droit se vos le volés tenir	et ce chemin uous y mennra droit se uous le uoulez tennir	428
448	— Or vos commant a Dieu damoisele fet il	Oe uous commande ie a dieu damoisele fait il	429
449	Si s em part atant	si sem part atant	430
450	et cele s en vet faisant son duel	et elle sen uait faisant son deul	431
451	Et il chevalche tant qu il vint fors de la forest	Et il cheuauche tant|quel uient hors de la fourest	432|433
452	si vit devant lui une maison de religion	si uoit deuant luy une maison de religion	434
453|454	et il torne cele part|por herbergier	et il tourne celle part pour herbrega	435
455	Et quant il i vint	Et quant il y uint	436
456|457	si trueve a la porte IlII|des freres	si treuue a la porte quatre des freres	437
458	qui ja avoient chanté complie	qui ia auoient chante complies	438
459|460	et estoient venu hors|? al serain;	et estoient uenuz au serain	439
461|462	si saillent encontre lui|por fere descendre	si saillent encontre luy pour le descendre	440
463	et dient	et dient	441
464	que bien soit il venus;	que bien soit il uenu	442
465	si le font entrer laiens	si le font entrer leans	443
466	et li demandent s il a mengié	et luy demandent sil a mange	444
467	et il dist	et il dit	445
468	que nenil	que non	446
469	et il font erraument mettre la table a	Et ilz font erraument mectre la table	447
470	mais il dist qu il ne mengera devant qu il ait esté al mostier b lar il n i entra hui	Mais il dit quil ne mangera deuant ce|quel ait este au monstier	448|449
471	por orer	Car il ny entra huy	450
472	et en ce qu il se fu agenoilliés	Et ainsi quil sen fu agenouille	451
473	si regarde a destre	si regarde a destre	452
474	et voit unes prones d argent trop richement fetes a floretes d or	et uoit unes prones dargent trop richement faute a flouretes dor	453
475	et a oisials	et a oiseaux	454
476	et a bestes	et a bestes	455
477	et dedens avoit V		
478|479	chevaliers armés les hialmes es testes les espees es mains ausi apresté de deffendre|que se l en les volsist asaillir	et dedans auoit cincq cheualiers armez ses heaumes es testes les espees es mains aussi aprestez de deffendre commen se len les uoulsist assaillir	456
480	De ce se merveilla molt Lancelos ;	De ce se merueille moult lancelot	457
481	si se drece erraument	si se drece erranment	458
482	et vet cele part	et uait celle part	459
483	si salue les chevaliers	si salue les cheualiers	460
484	et il dient	et ilz dient	461
485	que bien soit il venus	que bien soit il uenu	462
486	Et il entre dedens les prones par un petit huisselet a	Et il entre parmy ung petit huisset dedans les proues	463
487	et esgarde les prones	Et regarde les prones	464
488	qui tant sont riches qu il ne cuide pas	qui sont tant riches|que il ne cuide pas	465|466
489	que nus rois les peust esligier;	que ung roy les peust esliger	467
490	puis voit delés les chevaliers une tombe la plus riche	Et puis uoit de la les cheualiers une tombe la plus riche	468
491	qui onques fust fete par home	qui oncquez fust ueue par hom̃e	469
492	kar ele ert tote d or fin a chieres pierres precioses	car elle estoit toute dor fin a pierres precieuses	470
493|494	qui molt valoient miels d un grant roialme|Se la tumbe fu de grant bialté nient ne monte la bialtés envers la richece	qui plus ualoient dung grant royaume De la tombe fu de grant beaute riens ne monte la biaute enuers la richece	471
495	dont ele estoit	dont elle estoit	472
496	et avec ce estoit ele la greignor	et auec ce estoit elle sa plus grant	473
497	que Lancelos eust onques veue :	que lancelot eut oncquez ueue	474
498	si se merveille molt	si se merueille moult	475
499	qui puet estre li princes	qui puet estre le prince	476
500|501	qui dedens fu mis|qui sont iluec	qui dedans fu mis Il demande es cheualiers quilz font ilecquez	477
502	Sire font il nos gardons le cors	Sire font ilz nous gardons le corps	478
503|504	qui en ceste tumbe est|qu'il n en soit portez fors de çaiens;	qui est en ceste tombe quil nen soit porte de ceans	479
505|506	si somes|V	si y sommes u	480
507	por garder le de jors par nuit en i a autres	pour le garder chascun iour|Et de nuyt en y a autre cincq	481|482
508	V		
509|510	qui font autretel servise comme nos faisons de jors|—	qui y font tel seruice comme nous faisons chascun iour	483
511	Et por quoi fet Lancelos avez vos poor qu il n en soit portés	Et pour quoy fait elle auez uous paour quil en soit ouste	484
512|513	? — Sire font il|por ce	Sire font ilz pour ce	485
514	que uns des freres de çaîens	que ung des freres de ceans	486
515	qui molt est preudom	qui moult est preudomme	487
516	et de sainte vie nos dist n a encor gaires	et de sainte uie nous dist na encor gueres	488
517	que uns chevaliers vendroit ceste part	que ung cheualier uiendroit ceste part	489
518	qui a force l en osteroit	qui a force sen osteroit	490
519	et fors de cest païs l en feroit porter	et hors de ce pays len feroit porter deuant nous	491
520|521	Et nos gens de ceste terre voldrions miels morir qu il fust remués d entre nos :|por ce	Et nous de ceste terre aymerions mieulx mourir quil fust remue dentre nous pour ce le gardons nous ainsi comme uous ueez Car le preudomme nous dist	492
522	si le gardons issi com vos veez lar li preudom i nos dist		
523	que li chevaliers ne demoreroit pas qu il ne venist — Or me dites	que le cheualier ne demourroit pas quil ne uenist De celle mesmes matiere dessus dicte|Or me dictes fait lancelot	493|494
524	fet Lancelos ne fu cil molt haus princes a cui l en fist	fut il pas moult hault prince a|qui len fist	495|496
525	si haute sepulture	si riche sepulture	497
526	? — Sire font cil haus hom fu il	Sire font ilz il fu	498
527	et riches; avec ce qu il fu haus hom fu il li plus preudom	si riche|et o tout ce quil fu	499|500
		si hault homme	501
		il fu le plus preudomme	502
528	qui onques fust a son tens	qui oncquez fust en son temps	503
529	— Ha Diex fet Lancelos	haa dieu fait il	504
530	qui fu il	qui fut il	505
531	?— Sire font il se vos conoissiés letres veoir le porriés	Sire font il se uous cognoissez lectres uous le pourrez tantost sauoir	506
532	kar ses nons est escris el chief de cele lame	car son nom est escript ou bout de celle lame	507
533	Lors va Lancelos cele part	Lors uait lancelot celle part	508
534	si regarde les letres	si regarde les lectres	509
535	qui dient Ci gist Galehout li fiz a la Jaiande li sires des Lointaignes Isles a	qui dient|Cy gist galehot le filz a la geande se sirz des loingtaines ysles	510|511
536	qui por l amor de Lancelot morut	qui mourut pour amour de lancelot	512
537	Et quant il vit ce	Et quant il uoit ce	513
538	si chiet pasmés	si chiet pasme	514
539	et gist grant piece a terre sans mot dire;	et gist grant piece a terre sans dire mot	515
540	et li chevalier le corent relever	Et le cheualier le couru releuer	516
541	si se merveillent molt qu il puet estre	Si se merueillent moult tous quil puet estre	517
542	Et quant il revint de pasmison	Et quant il reuient de pamesons	518
543	si s escrie Ha las!	si sescrie|helas	519|520
544	Quel dolor	quel douleur	521
545	et quel damage	et quel dommage	522
546	Et lors fiert l un poing en l autre	et lors fiert dung ponig en lautre	523
547	et esgratine son viaire	et esgratine son uiaire	524
548	si qu il en fet le sanc salir de totes pars	si quil en fait saillir le sang de toutes pars	525
549	si se prent as chevels	Si se prent es cheueux	526
550	et se fiert grans cops del poing en mi le front	et se fiert grans coups du poing ou front	527
551	et en mi le pis	et ou pis	528
552	et crie	et cris	529
553	si durement qu il n i a celui	si fort qͥl ny a celuy	530
554	qui tote pitiés n en preigne;	qui nen ait toute pitie	531
555	si se laidenge	si se ledenge	532
556	et maldit l ore qu il fu nes	et maudit leure|dont il fu ne	533|534
557	et dit Ha Diex !	et dist|haa dieu	535|536
558	Quel damage	quel dommage	537
559	quel perte del plus preudome del monde	et quelle perte du plus preudomme du monde	538
560|561	qui mors est|por le plus vil chevalier	qui est mort pour le plus uil cheualier	539
562	et por le plus malvés	et pour le plus mauuaiz	540
563	qui onques fust ! Tant fet Lancelos grant duel	qui onc̃qz fust Tant fait lancelot grant deul	541
		et grant plour	542
564	que tuit cil de laiens le vienent regarder a merveille;	que tous ceulx de leans le uiennent regarder a merueille	543
565|566	si li demandent|qui il est	si luy demandent quil est	544
567	et il ne puet mot dire ains crie totes voies	et il ne leur puet mot dire ains crie tousiours	545
568	et se debat	et se debat	546
569	et descire		
570|571	Quant il a son duel demené grant piece|si regarde les letres	et quant il a grant piece demene son deul il regarde les lectres	547
572	qui dient	qui dient	548
573	que por lui est mors Galehout;	que pour luy est mort galehot	549
574	si dist	si dist	550
575	que or seroit il trop malvés s il ausi ne moroit	que ores seroit il trop mauuaiz sil ne mouroit aussi pour luy	551
576	por lui:si saut maintenant jus des prones	Si sault maintenant	552
577	et pensa qu il iroit querre s espee	et dit quil yra querir sespee	553
578	et qu il s en ocirroit	et quil soccira	554
579	kar ausi avoit ele esté Galehout a	car aussi auoit elle este a galehot	555
580	Et maintenant qu il fu issus del mostier	Et quant il fu sorty du monstier	556
581	si encontra une des damoiseles del Lac cele	si encontra une damoisele du lac|celle	557|558
582	qui a Boort avoit parlé devant le chastel de Honguefort	qui auoit parle a boort deuant le chastel de hunguefort	559
583	et ele le conuit bien	et elle le cognoist bien	560
584	si le prent par le pan de la cote	si le prent par le pan de la cote	561
585	et l areste	et larreste	562
586	Qu est ce		
587|588	? fet ele|Ou alés vos ensi	quest ce fait elle ou allez uous ainsi	563
589	? — Ha damoisele fet il laissiés moi mes dolors finer lkar jamés n avroie joie ne repos en cest siecle	Haa damoisele fait il laissez moy finer ma douleur|car iamais nauroye ioye ne repos en ce siecle	564|565
590	— Parlés fet ele a moi	parlez a moy fait elle	566
591	Et il ne li dit mot ains se lance outre	et il ne luy dit mot|ains se lance oultre	567|568
592	si qu il li eschape des mains	si quil luy eschape des mains	569
593	Et quant ele l en vit aler	Et quant elle len uoit aller	570
594	si li crie Je vos deffent fet ele par la rien	si luy crie|Ie uous deffens fait elle par la riens ou monde	571|572
595	que vos plus amez en cest monde	que uous plus amez on monde	573
596	que vos n ailliés avant	que uous naillez plus auant iucquez a ce	574
597	tant que vos aiés parlé a moi	que ayez parle a moy	575
598	Et il s areste	Et il se arreste	576
599	si la regarde	si la regarde	577
600	et quant il la conut	Et quant il la congnoist	578
601	si li dist	si luy dist	579
602|603	que bien soit ele venue|En non Dieu fet ele vos me deuissiés fere plus bele chiere	que bien soit elle uenue De celle mesmes matiere susdicte En nom dieu fait elle uous me deussez faire plus belle chiere	580
604|605	que vos ne me fetes al mains|por ce	que uous ne faictes au moins pour ce	581
606	que je sui messages vostre dame del Lac	que ie suys message de uostre dame du lac	582
607	— Ha damoisele fet il	haa damoisele fait il pour dieu ne uous poise pas	583
608	por Dieu ne vos poist certes je ai tant de dolor	Certes iay tant de douleurs	584
609	que nus for Diex ne me porroit conforter ne a ne cuidiés	que nul fors dieu ne men pourroit reconforter; ne ne ciudez pas	585
610|611	que jamés aie joie|por aventure	que iamais iaye ioye pour auanture	586
612	qui me puist avenir	qui me peust aduenir	587
613	— En non Dieu fet ele	Certes fait elle	588
614	si avrois	si aurez	589
615	Escotez	escoutez	590
616	que ma dame vos mande	que madame uous mande	591
617	— Or dites fet il	Or dictes fait il|Elle ueult fait elle	592|593
618	que vos ostés le cors Galehout de caiens	que uous ostez le corps galehot de ceans	594
619	et le fetes porter en litiere en la Dolerose Garde	et le faictes porter en ce mesmes fiertre ou il est ou chastel de la doloreuse garde	595
620|621	et iluec soit mis en la tombe meismes ou vos trovastes vostre non escrit;|et ele le velt ensi	et soit mis ilec en la tombe mesmes ou uous trouuastes uostre nom escript	596
622|623	por ce qu ele set bien|que en cel lieu sera vostre cors enterrez	et elle le ueult ainsi par ce quelle sceit bien qͥ en ce lieu sera uostre corps enterre	597
624	Et quant il l ot	Et quant il louy	598
625	si en est molt liés	si en est moult lie	599
626	et dist	et dit	600
627	que molt li sont ces noveles plaisans	que moult sont les nouuelles plaisans	601
628	kar tot ensi le fera il ;	car tout ainsi le fera il	602
629|630	puis demande comment sa dame le fet|Par foi fet ele ele a esté	puis demande comment sa dame le fait certes fait elle	603
631|632	VIlI|jors deshaitiee trop durement	elle a este huyt iours trop fort deshaitie	604
633|634	kar ele trova en son sort|si com ele meismes me dist puis	Car elle trouua en son sort sicomme elle mesmes me dist	605
635	que si tost com vos troveriés la tombe Galehout	que si tost|que uous trouueriez la tombe galehot	606|607
636	que vos vos ocirriés de duel se vos n estiés destornez	que uous uous occiriez de deul se uous nen estiez destourne	608
637	Por ce m envoia ele ça a grant besoing	Et pour ce menuoya elle ca a grant besoing	609
638	si vos mande	Si uous mande	610
639	que vos laissiés le duel ester qu il ne vos puet fere se nuire non	que uous lessez ester le deul|car il ne uous puet	611|612
		que nuyre	613
640	et vos prie par la rien	Et uous pry par la riens ou monde	614
641	que vos plus amés	que uous plus amez	615
642|643	que vos al plus bel|que vos porrois vos reconfortés	que uous uous reconfortez au plus bel	616
		que uous pourriez	617
644|645	et se vos ensi ne le fetes bien sachiés|que al premier besoing	Et se uous ne le faictes ainsi sachez bien quelle uous fauldra au premier affaire	618
646	que vos avrois de li ele vos faudroit	que uous aurez besoing delle	619
647	Et il dist qu il se confortera	Et il dit quil se reconfortera	620
648	puis qu ele le velt	puis quelle le ueult	621
649	Or vos covient fet ele vos armes prendre	Si uous conuient fait elle uoz armes prendre	622
650	kar je voi bien qu il ne le vos en lairont mie en pes porter tant com il le porront deffendre	Car ie scay bien quilz ne le uous laisseront pas porter en paix tant quilz le pourront deffendre	623
651	Et il dist qu il i morroit ançois qu il ne l ostast de laiens;	Et il dit quilz y mourront auant quil ne louste de leans	624
652	si se vet armer	si se uait armer	625
653	et la damoisele vient tantost as chevaliers	Et la damoisele uient tandis es cheualiers	626
654	qui gardoient la tombe	qui gardoient la tombe	627
655	si lor dist Seignor fet ele volés vos destorner ce qu il covient estre a force	si leur dist|Seigneurs fait elle uoulez uous destourner ce qͥl conuient estre a force	628|629
656	?		
657|658	et demandent|por quoi ele le dist	Et ilz demandent pour quoy elle le dit	630
659|660	Je le di fet ele|por le cors	et ie le dy fait elle pour ce corps	631
661	que vos gardez	que uous gardez	632
662	et si savés bien qu il en sera ostez	et uous scauez bien quil en sera oste	633
663	— Non sera font il	Non sera font ilz pas	634
664	que nos puissons	que nous puissons	635
665	— En non Dieu fet ele	Certes fait elle	636
666	si iert	si sera	637
667	et bien sachiés fet ele	et bien sachez	638
668	que cil est venus	que cil est uenu	639
669	qui l en ostera	qui len oustera	640
670	Et se vos le contredites vos en morrois tuit:	et se uous le contredictes uous en morez tous	641
671	por ce vos vendroit il miels	par ce uauldroit il mieulx	642
672	que vos le laississiés atant ains	que uous le laississez auant	643
673	que vos vos en façois ocirre	que uous faire occire	644
674	Et cil dient	Et ilz dient	645
675	que ja tant com il soient vif n en sera portés	que ia tant qͥlz soient uifs nen sera il porte	646
676	Et bien sache font il li chevaliers	Et bien sachez font ilz	647
677|678	qui venus est|por avoir le	que si le cheualier	648
679	que s il estoit encore plus preus	qui est uenu estoit encor plus preu	649
680	que Lancelos n est	que nest lancelot	650
681	si n en menra il point	si ne lemmenera il point	651
682|683	— Or verrons fet ele comment il vos en avendra|A ces paroles vint laiens Lancelos tos armés	Or uerrons fait elle comment il uous en prendra A ces paroles uient leans lancelot tout arme	652
684	et quant li chevalier le voient venir	et quant les cheualiers le uoyent uenir	653
685	si li demandent qu il velt fere	si luy demandent quil ueult faire	654
686	Je vueil fet il avoir le cors	Ie uueil auoir fait il le corps	655
687	qui laiens est	qui est leans	656
688	— Par foi font il vos ne l avrois mie		
689|690	por nient|Nos ¡ morrons ançois tuit	Certes font ilz uous ne laurez pas pour neant nous y mourrons auant tous	657
691|692	que vos l enportois|— A morir fet il en estes	que uous lemportez Mourir uous en fault	658
693|694	donc tuit|puis que a mains ne vos en volés soffrir	puis qui a moons ne uous en pouez soufrir	659
695	Si saut dedens les prones	Si sault dedans les prones	660
696	et il li corent sus	et il luy courent sus	661
697|698	kar arrieres le cuident fere sailir|por poor de morir;	Car arriere le cuident faire flatir pour paour de mourir	662
699	si le fierent par la ou il le pueent ataindre	si le fierent par la ou ilz le peuent actaindre	663
700	et il ot el poing l espee nue ;	et il eut ou poing lespee nue	664
701	si lor done grans cops	si leur donne grans coups	665
702	et pesans	et pesans	666
703	et fiert le premier qu il encontre	Et fiert le premier quil encontre	667
704	si durement	si fort	668
705|706	que por le hialme ne|por la coife de fer ne remaint qu il ne li mete l espee jusqu al test;	car pour le heaume ne pour la coiffe de fer ne demeure quil ni luy mecte lespee iucquau test	669
707	et il le hurte de soi	Et il le hurte de soy	670
708	Si l abat a terre	si labas a terre	671
709	Et lors saillent molt irieement tuit li autre	Et lors lassaillent moult ireement tous les autres	672
710	si depiecent son escu	Si luy depecent son escu	673
711	et son hialme	et son heaume	674
712	et son hauberc	et son haubert	675
713	et le blecent en pluisors lieus	et le blecent en plusieurs lieux	676
714	Mais il ne li chaut de rien qu il li facent	mais il ne luy chault de riens quil luy facent	677
715	kar tant est dolens	car tant est doulent	678
716	que nus plus;	qui plus ne puet	679
717	si lor laisse corre par grant ire	si leur laisse courre de grant ire	680
718	et lor done de l espee	et leur donne de lespee	681
719	si grans cops	si grans coups	682
720|721	que tos les fet guenchir avant lui|Et lors esgarde celui des IllI	que tous les fait guenchir auant luy Lors regarde celuy des quatre	683
722	qui plus li faisoit mal	qui luy faisoit plus de mal a son adius	684
723	et cil estoit molt grans	et il estoit moult grant	685
724	et molt fors;	et moult fort	686
725|726	et Lancelos|qui le vient ataignant li done par mi le hialme	et lancelot lactaint par le heaume	687
727	si grant cop qu il en fet le feu saillir	si grant coup quil en fait saillir le fer	688
728	et l espee glace	et lespee glace	689
729	qui de droit ne fu pas ferue	qui de droit ne fu pas ferue	690
730|731	si descent desus la senestre espaule|Li cops fu grans	si luy descend dessoubz la senestre espaule le coup fu grant	691
732	et par ire ferus	et feru par yre	692
733	et bien i parut	et bien y parut	693
734	que l espee cola par mi l espaule a al chevalier	car lespee coula parmy lespaule au cheualier	694
735	si que li bras a tote l espaule chiet desus le pavement	si qui le braz a toute lespaule chey dessus le pauement|et il trebuche a terre	695|696
		et se pasme de langoisse qu il sent	697
736	Et lors sont molt esmaié li autre troi	et lor sont moult esmayez les autres troys	698
737|738	si font molt malvés samblant d els deffendre|por le grant cop qu il ont veu	si font moult mauuaiz semblant de deffedre pour le grant coup quilz ont eu	699
739	et por l espee	et pour lespee	700
740	que chescuns d els a ja sentie jusqu al sanc	que chascun a sentie icquau sanc	701
741	Et Lancelos lor cort sus	Et lancelot|qui oncquez ne recroit leur court sus	702|703
742|743	et en fiert I|el hialme	et en fiert lun amont ou heaume	704
744	si qu il le fet flatir a terre d ambesdeus les paumes	si quil le fait flatir a terre des deux paumes	705
745	Et quant li autre dui voient ce	Et quant les autres deux uoyent ce	706
746	si tornent en fuies vers l uis a garison;	si tournent uers luys pour fouir a garison	707
747	et Lancelos vint ataignant le deerrain	Et lancelot actaint le derrain	708
748	si le fiert par entre l escu	si le fiert entre lescu	709
749	et le bras	et le braz	710
750	si qu il li trenche le poing	si quil luy trenche le poing	711
751|752	et li escus chiet a terre|et cil torne en fuies	et lescu chiet a terre a cil tourne en fuye	712
753	qui maheignié se sent	qui se sent mehaigue	713
754	Et Lancelos vient a l autre	Et lancelot reuient a lautre	714
755	qui ja se relevoit sel fiert de l espee	qui se releuoit|si le fiert de lespee	715|716
756	si grant cop qu il li fet le hialme voler en la place	si grant coup quil luy|fait uoler le heaume en la place	717|718
757	Et quant cil sent son chief nu	Et quant il sent son chief nu	719
758	si cria merci	si me mercy	720
759	et dist qu il ne l ocie pas	et dit quil ne loccie pas	721
760	kar il est pres de sa volenté fere	car il est prest de faire sa uolente	722
761	Or te covient donc fet Lancelos fiancer	Or te conuent|donc fiancer	723|724
762	que tu le cors mon seignor Galehout conduiras a la Dolerose Garde	que tu conduyras le corps de monss galehot a la douloreuse garde	725
763	et iluec le feras garder	Et ilecquez le feras garder	726
764	tant que je i viegne;	tant que ie y uiegne	727
765	et se l en te demande	Et se len te demande	728
766	qui t i envoie	qui te y enuoye	729
767	si diras « cil	tu diras cil	730
768	qui ot les ames blanches le jor	qui eut les armes blanches le iour	731
769	que li chastials fu conquis	que le chasteau fut conquis	732
770	Et il li fiance	et il luy fiance	733
771	que tot ensi le fera il	que ainsi le fera il	734
		Lors prent lancelot la lame par le plus gros bout	735
772	si tire de grant force qu a pou qu il ne se deront tos	si tire de|si grant force qua pou quil ne se derompt tout	736|737
773	si que li sans li vole par mi le nes	si que le sang luy uole par le nes	738
774	et par mi la boche	et par la bouche	739
775	et li cors li sue d anguoisse	et le corps luy sue dangoesse	740
776	Mais por tote la destrece ne remaint qu il n ait la tombe levee en haut à; mes nule dolors qu il eust onques ne monte rien a cele dolor qu il ot	mais pour toute la destrece ne demeure pas quil ne leue la tombe en hault|ne nulle douleur quil eut oncquez	741|742
		mais ne fu rien a celle douleur quil eut	743
777	quant il vit le cors Galehout tot ensi armé com il estoit;	quant il uu le corps galehot tout ainsi arme comme il estoit	744
778	si trova s espee delés lui	si trouua lespee pres de luy	745
779|780	qui molt estoit|et bone	qui moult estoit bonne	746
781	et clere;	et bele	747
782	et sans faille de l espee meesmes se fust il ocis se la damoisele ne li eust tolue erraument	Et sans faille de lespee mesmes se fust il occis se la damoiscle ne luy eust tollue erraument	748
		Lors fist lancelot faire une litiere de fust	749
783	et la fist covrir des plus riches pailes de laiens	et la fist couurir des plus riches pales de leans	750
784	et quant il l ot atornee al plus richement qu il pot li chevaliers prisons li dist Sire fet il se l en movoit tot de nuis ce seroit sens	Et quant il leut atournee au plus richement quil peut|le cheualier prisonnier luy dist	751|752
785	—	sire fait il se len mouuoit de nuyt ce seroit grant sens	753
786|787	Por quoi|? fet il	pour quoy fait il	754
788	—	par ce	755
789	Por ce que se li chevalier de cest païs savoient	que si les cheualiers de ce pays sauoient	756
790	que l en len deust porter il feroient gaitier les trespas	que len le deust la porter ilz feroient guecter les trepas	757
791	si qu il seroit arestés en alcun lieu ;	si quil seroit arreste en aucun lieu	758
792	et por ce vos loeroie je qu il meust orendroit	et pour ce uous loueroye ie quil meust maintenant	759
793|794	kar il seroit bien eslongiés ains qu il fust jors XX|lieues englesches	car il sera bien esloigne auant quil soit iour de uingt lieues anglesches	760
795	Et il s i acorde bien;	Et il|si accorde bien	761|762
796|797	si met la litiere sor Il|palefrois amblans	si mect la litierie sur deux palefroys amblans	763
798	et enportent ensi Galehout fors de sa region;	et emportent ainsi galehot hors de la religion	764
799	si en font li frere grant duel	si en font les freres grant deul	765
800	et molt en sont corocié	et sont moult corroucez	766
801	et dolenta de ce	et doulans de ce	767
802	que l en l enporte	qui len lemporte	768
803	Et Lancelos le convoie grant piece de nuis plorant	Et lancelot li conuoye grant piece de nuyt plourant	769
		et plaignant	770
804	et regretant sa proesce	et regretant sa prouesce	771
805	et sa valor	et sa ualeur	772
806	et se ne fust la damoisele	et se ne fust la damoisele	773
807	qui avec lui estoit molt en eust plus fet qu il ne fist	qui auec luy estoit|moult en eust plus fait quelle ne fist	774|775
808	mais ele l en detorna	mais elle len destourna	776
809|810	et il deffendi al chevalier|que il nel feist en terre metre devant	et il deffendy au cheualier quil ne le fist mectre en terre uicquez a ce	777
811	que il fust venus	que luy mesmes y fust	778
812	Si se part atant li uns de l autre	Si se part atant lun de lautre	779
813	et il retorne a l abeie	et lancelot retourne a labaye	780
814|815	si se couche c onques la nuit ne volt mengier ne boivre|por chose	si si couche ne oncquez la nuit ne uoult boyre ne manger pour chose quon luy dist ains pleura	781
816|817	que l en li deist ains plora|et dolosa tot adés;	et dolousa	782
818	si li anuioit molt li jors	si luy ennuyoit moult le iour	783
819	qui tant demoroit a venir	qui tant demouroit a uenir	784
820	a Al matin	Au matin	785
821	si tost com li jors aparut se leva	si tost|que le iour apparu se leua lancelot	786|787
822	et oi messe entre lui	et ouy misse luy	788
823	et la damoisele	et la damoisele	789
824	et puis s arma	et puis sarma	790
825	Lors li dist ele les noveles de Boort	et lors luy dist elle les nouueles de boort	791
826	et ce qu ele en avoit veu devant Honguefort	et ce quelle en auoit ueu deuant hunguefort	792
827	et il en fu molt liés	et il en fut moult lie	793
828	Et ele li dist Sire il vos vet querant ne jamés ne finera tant qu il vos avra trové	si luy dist|Sire il uous uait querant ne iamais ne finera iucqua ce quil uous ait trouue	794|795
829	— Damoisele fet il se vos le cuidiés trover ains de moi je vos voldroie proier	Haa damoistle fait il se uous le cuidiez trouuer auant moy ie uous uoudroye prier	796
830|831	que vos feissiés tant|por moi	que uous feissez tant pour amour de moy	797
832	que vos li portissiés ceste espee	que uous luy portassee ceste espee	798
833	qui fu mon seignor Galehout	qui fu a messire galehot	799
834	et li dites qu il la DOrt de par moi	et luy dices quil la porte de par moy	800
835	que molt est bone	car moult est bonne	801
836	Et ele dist qu ele le trovera par tens	Et elle dit quelle le trouuera tantost	802
837	et bien fera cest message;	et que bien fera ce message	803
838	si s en part atant de lui	si se part atant de luy	804
839	et il s en vet droit vers le chastel de Floego	et il sen ua tout droit|uers le chastel de fleogo	805|806
840	si i vint a hore de prime	si y uint a heure de prime	807
841	Et il esgarde es pres defors la vile	et il regarde es prez dehors la uille	808
842	si voit molt grant gent entor le feu ou l en devoit ardoir la suer Meleagan	si uoit moult grant gent entour ung feu	809
843	et quant il aperçoit le feu	Et quant il aparceut le feu	810
844	si a poor de la damoisele	si a paour de la damoisele	811
845	Lors broche le cheval		
846	et vint errant cele part tant com il puet del cheval traire		
847	Et quant il est venus jusque la		
848	si esgarde		
849	et voit la damoisele		
850|851	qui ja estoit amenee al feu|por destruire	qui ia estoit amenee au feu pour destruire	812
852	si estoit en pure sa chemise	si estoit en sa pure chemise	813
853	et le tenoient		
854|855	VI|pautonier trois d une part	et la tenoient six pautonniers dune part	814
856	et trois d autre;	et troys dautre	815
857	si n atendoient a geter le el feu fors le commandement as juges	si nactendoient a la gecter ou feu fors le commandement des uiges	816
858	et ele ploroit trop durement	Et elle plouroit merueilleusement	817
859	et regretoit Lancelot Ha gentilx chevaliers Lancelos	et regretoit lancelot|Haa lancelot gentilz cheualier De celle mesmes matiere	818|819
860	kar pleust ore a nostre Salveor	que pleust ores a nostre seigneͬ	820
861	que vos seuissiés ceste novele	que uous sceussez ceste nouuelle	821
862	si fuissiés pres de ci a demie lieue! Certes a l aide de Dieu	et que feussez a demye lieue pres de cy|et certes a maide de dieu	822|823
863	et de la vostre seroie je encore anuit rescosse malgré tos mes enemis	et de la uostre seroye ie encor ennnuyt rescousse malgre tous mes ennemys	824
864	Mais vos ne le savés pas a	et si ne li scauez pas	825
865|866	si me covendra ore morir|por la vie	si me conuiendra ores mourir pour la uie	826
867	que je vos sauvai emprés Dieu;	que ie uous sauuay	827
868|869	mais certes il ne m en poise pas tant|por moi com il fet	mais certes il ne men poist pas tant pour moy comme il fait pour le corroux	828
870	por le coros		
871	que vos en avrois		
872	quant vos le savrois		
873	Mais ce me reconforte molt	Mais ce me reconforte moult	829
874	que je sai bien	car ie scay bien	830
875	que les damoiseles gaaigneront tant en ma mort	que les damoiseles|qui queront tant en ma mort	831|832
876	que jamés nule ne vos requerra d aide	que iamais nulle ne uous requerra daide	833
